ACC,metoncholaimus.1,sphaerolaimus.1,sphaerolaimus.2,oncholaimidae.1,oncholaimidae.2,thoracostoma.10,thoracostoma.11,epacanthion.1,epacanthion.2,thoracostoma.1,pontonema.1,oncholaimidae.3,pontonema.2,thoracostoma.2,oncholaimidae.4,thoracostoma.3,pontonema.3,thoracostoma.4,thoracostoma.5,oncholaimidae.5,oncholaimidae.6,oncholaimidae.7,oncholaimidae.8,sphaerolaimus.3,thoracostoma.6,thoracostoma.7,oncholaimidae.9,epacanthion.3,enoplolaimus.1,enoplolaimus.2,thoracostoma.8,thoracostoma.9,adoncholaimus.1,adoncholaimus.2,adoncholaimus.3,adoncholaimus.4,adoncholaimus.5,adoncholaimus.6,adoncholaimus.7,adoncholaimus.8,adoncholaimus.9,adoncholaimus.10,adoncholaimus.11
P_flavipulchra_S1925,0.006034257,0.039911593,0.039018597,0.016106899,0.013918519,0.007846937,0.005336589,0.18536257,0.124923163,0.024044175,0.045267753,0.307379217,0.032562191,0.121157847,0.159725765,0.027631236,0.434845113,0.524074784,0.127115629,0.280943697,0.377807716,0.36495248,0.368895708,0.074732209,0.287506518,0.027740372,1.800637667,0.158472637,0.054499237,0.035516276,0.235691063,0.048811448,0.516673291,0.269595777,0.441815863,0.828823777,1.172406292,0.394380757,0.213301925,0.187564372,0.223470388,0.345554798,0.196609811
P_flavipulchra_SCSIO43202,0.008352459,0.000565219,0.00263021,0.000936593,0.000515524,0.000114419,3.49E-05,0.00163695,0.000218986,8.16E-06,1.23E-05,0,1.29E-05,0,0.001622603,0,0,0,0,0.004000804,0,0,0,0.000220748,0,0,0,4.16E-05,0,2.06E-05,1.14E-05,2.67E-05,0,0,0.000174427,9.28E-06,0,0,1.68E-05,0,1.22E-05,4.55E-06,4.01E-05
P_fuliginea_KMM216,0.088797446,0.001284477,0.00326031,0.006221588,0.001772337,6.19E-06,2.97E-05,0.080577475,0,0,2.09E-05,5.43E-05,0,0,0.008785471,1.79E-05,0,0,0,0.007173213,1.29E-05,0,0,0.300842905,6.89E-06,0,5.06E-05,4.73E-05,0,0,0,7.58E-06,0,9.09E-06,7.34E-06,0,0,0,0,0,0,0,5.06E-06
P_fuliginea_S2292,0.0238931,0.00048506,0.003146399,0.00288532,0.001300772,6.23E-06,1.99E-05,0.018892551,0,0,4.21E-05,7.66E-05,8.15E-05,0,0.008233204,0,0,0,1.54E-05,0.006032598,0,0,0,0.193230383,0,0,0,9.53E-05,0,7.87E-06,0,0,0,0,7.39E-06,0,0,0,0,0,0,0,0
P_galatheae_S4498,0.010925256,0.000213934,0.001810055,0.000436307,0.000226812,0.000131984,2.93E-05,0.001550232,6.32E-05,2.47E-05,1.86E-05,0,6.54E-06,0,0.002377245,0,0,0,0,0.004246277,0,0,0,7.43E-05,0,0,0,0.000252183,0,6.94E-06,0,6.73E-06,0,4.04E-06,0.000110849,0,0,0,0,2.63E-06,1.58E-05,4.59E-06,3.37E-05
P_gelatinilytica_NH153,0.004236243,0,0.000202464,0.00065071,0.000104465,3.08E-05,4.59E-05,0.0005704,3.53E-05,0,0,0,0,0,0.000380166,0,0,0,0,0.001029921,0,0,0,4.98E-05,0,0,0,0.000235067,0,0,0,0,0,0,7.29E-06,0,0,0,0,0,3.92E-06,0,0
P_kknpp56,1.055313168,0.005751023,0.024068448,0.006911658,0.006475076,7.92E-06,8.44E-05,5.88E-05,9.09E-05,0,0,0,0,0,0.000126398,0,0,0,0,0.00613277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72E-06
P_lipolytica_CSB02KR,0.059371314,0,7.38E-05,0.000177869,0.00017949,1.35E-05,3.59E-06,0.000349253,0.000193086,1.01E-05,0,0,0,0,0.000276351,0,0,0,1.66E-05,0.001452548,0,0,0,5.45E-05,0,0,0,0,0,0,1.41E-05,2.47E-05,0,0,3.19E-05,0,0,0,0,0,6.43E-06,0,1.65E-05
P_lipolytica_LMEB39,0.065957594,0.000251188,0.000283367,0.003415222,0.000438625,1.29E-05,5.16E-05,0.007113086,0.003299586,3.87E-05,0,0,0,0,0.008055697,0.000635619,0,0,0,0.053333274,0,0,0,0.000209284,5.75E-05,0,0,0.000345446,0,0,0,0,0,0,7.66E-06,0,0,0,0,0,0,0,2.64E-06
P_luteoviolacea_2ta16,0.000277841,0.002705808,0.000712236,0.000183945,3.37E-05,4.64E-06,9.89E-06,3.44E-05,2.66E-05,0.000770936,5.22E-05,3.26E-05,5.51E-05,0.018419366,4.25E-05,0.011827718,0.00126349,0.035554841,0.038353527,0.000216807,0,0,0,0,0.002369718,0.010845153,0,7.09E-05,0.000578891,0.000298577,0.029743996,0.028300277,0,0,0,0,0,0,0,0,0,0,0
P_maricaloris_LMG19692,0.001920569,0.000137063,0.001913448,0.000139766,0.000179505,2.11E-05,8.45E-06,0.00987975,0.001062066,7.92E-06,0,0,0,0,0.000222536,0,0,0,0,0.011571556,0,0,0,5.71E-05,0,0,0,8.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-06,0,0
P_neustronica_PAMC28425,0.025188169,0.038633456,0.266965393,1.460609635,0.251599699,1.78E-05,3.16E-06,0.004094461,0.000647449,0,1.34E-05,0,0,0,0.00021161,0.000171831,0,0,2.94E-05,0.009934185,0,0,0,8.02E-05,0,0,0,0,0,1.50E-05,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,4.86E-06
P_neustronica_SM1927,0.11519202,0.000939577,0.009661786,0.023215652,0.010290386,4.46E-05,2.38E-05,0.002170712,0.000128009,0,0,0,0,0,0.000236584,0.000242059,0,0,0,0.004832313,0,0,0,9.03E-05,0,0,0,8.52E-05,0,0,0,5.46E-05,0,0,0,4.75E-06,0,0,0,0,1.78E-06,0,9.12E-06
P_ostereae_hOe124,0.052226379,0.000808152,0.004717949,0.007251984,0.002555275,0.000105948,3.65E-05,0.001456322,0.000143135,1.87E-05,0,0,0,0,0.001794631,0,0,0,0,0.00695463,0,0,0,0.000235667,0,0,0,0,0,7.87E-06,0,7.63E-06,0,0,1.48E-05,1.06E-05,0,0,0,0,1.19E-05,0,2.55E-05
P_ostereae_hOe125,0.050642182,0.000808565,0.003967842,0.008245109,0.002102751,9.98E-05,3.99E-05,0.001618963,3.58E-05,9.34E-06,3.51E-05,0,7.41E-06,0,0.001662153,1.81E-05,0,0,0,0.007022051,0,0,0,0.000134736,0,0,0,0,0,0,0,1.53E-05,0,9.15E-06,2.96E-05,0,0,0,0,0,3.98E-06,5.21E-06,1.02E-05
P_ostereae_hOe66,0.032466142,0.000329686,0.001952584,0.004538533,0.001094855,1.91E-05,0,0.000612968,0,0,0,0,0,0,0.000213679,0,0,0,0,0.000987793,0,0,0,3.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08E-06,0,0
P_peptidolytica_DSM14001,0.001174411,0,0.000189596,0.000304676,2.80E-05,1.15E-05,3.07E-06,0.00047005,0,0,0,0,0,0,0.000230816,0,0,0,0,0.000541227,0,0,0,1.56E-05,0,0,0,0,0,0,0,0,0,0,1.37E-05,0,0,0,0,0,0,0,4.71E-06
P_peptidolytica_F1250A1,0.00137785,0,0.000374785,7.53E-05,2.76E-05,0.000580726,0.000333841,0.000549057,0.000196138,0.003914203,0,0,0,0.000453574,0.000462066,0,0,0,0,0.000991281,0,0,0,1.54E-05,1.27E-05,0,9.31E-05,0,0.00110565,0.000898529,5.98E-05,2.79E-05,0,0,2.03E-05,4.85E-06,0,0,0,0,7.26E-06,0,1.16E-05
P_peptidolytica_NBRC101021,0.001167284,0,6.43E-05,0,5.69E-05,5.86E-06,3.12E-06,0.000369477,6.73E-05,0,0,0,0,0,0.000234792,0,0,0,0,0.000649702,0,0,0,1.58E-05,0,0,0,0,0,0,0,0,0,0,1.39E-05,0,0,0,0,2.80E-06,1.87E-06,0,1.20E-05
P_phenolica_KCTC12086,0.020611324,0.001414736,0.003856933,0.001282343,0.000882291,0.000181834,3.55E-05,0.00285516,0.000591621,1.82E-05,4.09E-05,0,3.60E-05,0,0.002780638,0,0,0,1.50E-05,0.005686793,0,0,0,0.000311053,0,0,0,0,0,3.06E-05,1.27E-05,0.000207654,0,0,0.000114986,0,0,0,1.87E-05,0,3.87E-06,5.06E-06,1.49E-05
P_phenolica_OBC302,0.011269058,0.000315476,0.002535721,0.000562971,0.000531211,0.000687284,0.00094671,0.001466371,0.000453985,0,0.000184783,0,8.67E-05,0.001184445,0.002069477,0.000845256,0.000536176,0.000552891,0.00097844,0.003482953,0,3.40E-05,0,8.21E-05,0,0.002554367,0,0,8.44E-05,0.000199656,0.000676619,0.001748857,0,0,7.21E-05,0,0,0,0,0,0,0,1.99E-05
P_phenolica_S1093,0.002474198,0.007458263,0.009855388,0.002221786,0.004013706,0.000995221,0.000502954,0.048491705,0.034433997,0.005575465,0.015001645,0.098864799,0.011242823,0.03129109,0.049577957,0.006717113,0.140872115,0.186207287,0.038929838,0.098115681,0.118852454,0.111207259,0.116644697,0.016320647,0.092804603,0.007182981,0.534866779,0.044353598,0.018780261,0.011047618,0.073371282,0.014430796,0.075699143,0.031747223,0.055591372,0.040913318,0.037813542,0.053918643,0.035634485,0.014418717,0.017893006,0.01700532,0.013759653
P_phenolica_S1189,0.007866239,0.050309636,0.0472648,0.016739705,0.01121565,0.126652025,0.051810766,0.120309961,0.089900762,0.033942398,0.042118041,0.253133503,0.040827411,0.096338504,0.35203345,0.039880427,0.302750858,0.341541148,0.124359465,0.600862541,0.311241034,0.2404378,0.251792524,0.050507834,0.201776309,0.037282658,1.167777429,0.106478134,0.064038975,0.047838835,0.193911167,0.056703515,0.394319092,0.205715833,0.337947888,0.600493668,0.845865135,0.301655761,0.164841663,0.140644162,0.168476587,0.251355651,0.148139142
P_phenolica_S3663,0.002618731,0,0.001106265,0,3.06E-05,1.26E-05,6.72E-06,0.001963501,0.000217106,0,0,0,0,0,0.00037878,0,0,0,0,0.00258176,0,0,0,0,0,0,0,4.82E-05,0,0,0,1.54E-05,0,0,7.47E-06,0,0,0,1.94E-05,0,0,0,0
P_phenolica_S3898,0.005483372,0.000248076,0.002308814,0,0.000201125,1.28E-05,1.02E-05,0.007876476,0.000146459,0,2.15E-05,1.12E-05,1.52E-05,0,0.002397164,0,0,0,0,0.003044098,0,0,0,0.052654725,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0
P_piratica_OCN003,0.011706573,0.001509768,0.003966614,0.004861712,0.003330141,0.000330904,4.90E-05,0.006818704,0.000879607,5.51E-05,0.000103428,2.15E-05,7.28E-05,1.36E-05,0.003762196,0,9.82E-05,0,0,0.011163136,1.28E-05,0,0,0.000281374,0,0,0,4.68E-05,0.001572528,0.001601509,0,4.50E-05,0,0,0.000174377,1.57E-05,0,0,0,2.93E-06,4.49E-05,0,4.76E-05
P_porphyrae_MNAD16,0.004145693,8.34E-05,0.000141184,0.000340319,1.56E-05,2.57E-05,2.06E-05,0.000286385,7.39E-05,0,0,0,0,0,0.000279667,0,0,0,0,0.001320828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63E-06,0,0,0,0,0,2.05E-06,0,7.90E-06
P_rhizosphaerae_hCg42,0.119165642,0.001571022,0.010271169,0.022573694,0.007895963,0.000132167,1.76E-05,0.001450247,0.000316192,8.25E-06,2.48E-05,0,6.54E-06,0,0.000676947,0,0,7.95E-06,0,0.00394072,0,0,0,0.00044623,0,0,0,4.21E-05,0,0,0,7.41E-05,0,0,4.57E-05,0,0,0,0,0,1.40E-05,0,9.01E-06
P_rubra_DSM6842,0.00434346,0.000124577,0.000579712,0.000127034,6.99E-05,1.44E-05,6.91E-05,0.000979929,0.000110321,0,0,0,5.71E-06,0,0.000515444,0,0,1.39E-05,0,0.002331496,0,0,0,6.49E-05,5.35E-06,0,0,3.67E-05,0,1.21E-05,0,0,0,0,2.85E-05,0,0,0,0,0,6.13E-06,0,9.82E-06
P_rubra_S1946,0.003079134,0.000204425,0.000749491,0.000833824,0.000242228,1.58E-05,0.00457711,0.001344884,0.000392236,0.000299093,7.10E-05,0,7.49E-05,1.16E-05,0.002537452,0.000578144,0.000168454,0,1.30E-05,0.007597912,1.10E-05,0,0.000328763,5.68E-05,1.17E-05,7.61E-05,0,0.000522108,0,6.63E-05,0,0.000135024,0.000108492,0.00062869,0.002105964,2.24E-05,0.000110108,1.18E-05,0,7.54E-06,3.69E-05,0.000127302,4.30E-06
P_rubra_S2471,0.003264914,0.000265721,0.000618259,0.000203221,6.21E-05,3.07E-05,8.19E-06,0.00058905,0.000235314,0,1.15E-05,0,6.09E-06,0,0.000424465,0,0,0,0,0.001491915,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,0,0,1.82E-05,4.36E-06,0,0,0,0,1.63E-06,0,4.19E-06
P_rubra_SCSIO_6842,0.014997218,0.000647108,0.00224477,0.000461909,0.000447957,0.000104797,3.72E-05,0.002202661,0.000143265,2.24E-05,1.12E-05,0,1.78E-05,2.21E-05,0.002336831,0,0,0,0,0.005650973,0,0,0,0.000161747,0,3.61E-05,0,7.63E-05,0,6.30E-06,3.14E-05,1.83E-05,0,0,0.000597614,1.27E-05,0,0,0,4.77E-06,6.52E-05,4.17E-06,0.000144935
P_ruthenica_LMG19699,0.014539498,0.003903337,0.004717906,0.000947694,0.000886778,5.02E-05,2.67E-05,0.003881177,0.00049381,1.07E-05,8.87E-05,1.26E-05,0,0,0.004689804,0,0,0,0,0.015309342,1.50E-05,0,0,0.000367806,0,0,0,0.000109552,0.003330439,0.003673796,0,1.75E-05,0,5.26E-06,0.000161459,1.83E-05,0,0,4.42E-05,0,2.51E-05,2.39E-05,4.10E-05
P_ruthenica_S2756,0.002173275,9.66E-05,0.000408548,0.000393915,0.000180684,0,1.19E-05,0.001436445,0.00081247,0,0,0,0,0,0.000900322,0,0,0,0,0.005952868,0,0,0,0.000120695,0,0,0,0.000227681,0,0,0,0,0,0,8.83E-06,6.34E-06,0,0,0,0,4.75E-06,0,1.22E-05
P_ruthenica_S3245,0.009233252,0.031188364,0.030900544,0.010508957,0.008997939,0.005821182,0.004177026,0.077367574,0.049514795,0.011099864,0.018246315,0.12007794,0.014331981,0.05330246,0.07955667,0.012413355,0.169008028,0.198871637,0.052331148,0.142164648,0.149320477,0.143095048,0.148948356,0.029920957,0.114667849,0.012721042,0.73206709,0.063884798,0.021468238,0.014672746,0.094017367,0.020736631,0.333574917,0.160994437,0.266231571,0.458800461,0.618140474,0.246404567,0.142557058,0.105839087,0.127625974,0.189363903,0.110670999
P_scap25,1.456580844,0.023620759,0.170852533,0.023330921,0.031125615,0.000114294,9.52E-05,0.001404279,0.000205076,0,0,0,1.70E-05,0,0.000667072,0,0,0,0,0.008213154,0,0,0,0.000559538,0,0,0,0.000163787,0,9.02E-06,0,8.74E-06,0,5.24E-06,5.93E-05,0,0,0,0,0,9.11E-06,5.97E-06,1.46E-05
P_scap26,1.454288601,0.026209665,0.172232058,0.024459979,0.029439224,0.000128558,7.23E-05,0.000874204,0.000123024,0,2.41E-05,0,0,0,0.000742135,0,0,0,0,0.007798221,0,0,0,0.000540146,0,0,0,0.000163757,0,0,0,8.74E-06,0,0,5.93E-05,0,0,0,0,0,2.96E-05,5.97E-06,2.92E-05
P_shioyasakiensis_28,0.002578716,0.000254773,0.000359263,8.66E-05,7.94E-05,1.31E-05,0,0.00046154,0.000225618,0,0,2.30E-05,0,0,0.000395856,0,0,0,0,0.00177894,0,0,0,1.77E-05,0,0,0,0,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,0
P_shioyasakiensis_BMC2,0.001623953,0,0.000274206,0,4.55E-05,2.50E-05,6.66E-06,0.000278106,7.18E-05,0,0,0,7.42E-06,0,0.000642887,0,0,0,0,0.002097862,0,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,7.41E-06,0,0,0,0,0,0,0,0
P_shioyasakiensis_BMC3,0.001739786,0.000160175,0.000271042,0.000163334,0,1.24E-05,0,0.000251989,7.09E-05,0,6.95E-06,0,0,0,0.000505439,0,0,0,1.53E-05,0.001927897,0,0,0,1.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_shioyasakiensis_BMC4,0.01898981,0,0.00072096,0.000315972,0.000333344,3.58E-05,1.27E-05,0.002326591,0.000480205,8.95E-06,0,0,0,0,0.000914892,0,0,0,0,0.025737003,0,0,0,0,0,0,0,0.00018263,0,0,0,0,0,0,0,0,0,0,0,5.72E-06,0,0,2.44E-06
P_shioyasakiensis_BMC5,0.002174701,0,0.000342967,0.000330683,0.000121344,6.25E-06,6.67E-06,0.000347845,0,0,0,0,0,0,0.000413991,0,0,0,0,0.001957158,0,0,0,1.69E-05,0,0,0,9.56E-05,0,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0,2.56E-06
P_shioyasakiensis_G21653S1,0.011691888,0.113596821,0.094693334,0.037016559,0.013504794,0.015393504,0.011786377,0.008417011,0.014143068,0.017323998,0.028793512,0.083333135,0.036316092,0.009313943,0.53365063,0.024633342,0.034662626,0.036829575,0.047538326,0.935723875,0.095183303,0.021737878,0.018201656,0.007107214,0.031852214,0.019404393,0.054734467,0.015120047,0.032598771,0.035531853,0.039774448,0.019151439,0.109214601,0.054608969,0.107411137,0.060332685,0.057691993,0.081740481,0.065572968,0.034162711,0.040237736,0.030357573,0.034078783
P_shioyasakiensis_LC2,0.00593996,0.00016307,0.00041391,0.000498857,0.000152546,0.000125755,1.34E-05,0.002448817,0.00046933,1.88E-05,0,0,0,1.39E-05,0.000369382,0.000400504,0,0.000616943,0.002054147,0.00176674,0,0,0,3.40E-05,0,0.000432529,0,0.000672785,0,0,0.000382739,0.000484689,0,0,0,0,0,0,0,0,0,0,0
P_shioyasakiensis_M1400201,0.050665039,0.002096389,0.006685531,0.003946582,0.002051613,0.000540965,0.000301625,0.004589608,0.003712989,3.73E-05,0.000118943,0,4.43E-05,0,0.003644397,0,0,0,0,0.010676666,0,0,0,0.010429615,6.92E-06,0.000135073,0,0.000190092,0,0,0,0.000251069,0,1.37E-05,0.001002674,1.59E-05,0,0,0,0,0.000118978,0,0.000203483
P_spongiae_SAO44,0.014087541,0.001651085,0.005968785,0.01086717,0.00864939,0.000219929,8.33E-05,0.004314861,0.001096611,3.47E-05,9.12E-05,0,6.19E-05,0.000550733,0.004366939,0.002278905,0,0.000208775,0.003136933,0.01280607,0,0,0,0.000234486,0.001656073,0.002472564,0,4.42E-05,0.002207748,0.001695263,0.000996144,0.000545277,0,0,0.000226456,1.97E-05,0,0,0,1.66E-05,6.28E-05,0,7.34E-05
P_spongiae_UST010723006,0.012824792,0.000402622,0.003610896,0.001067462,0.000482098,9.94E-05,6.95E-05,0.003731356,0.000927028,2.79E-05,5.59E-05,2.18E-05,4.43E-05,1.37E-05,0.004133045,0,0,0,0,0.011464554,0,0,0,0.000335456,0,0,0,0,0,0,0,7.60E-06,0,0,0.000169347,1.06E-05,0,0,0,0,3.76E-05,0,5.59E-05
P_tetradonis_CSB01KR,1.161291357,0.003540114,0.028542669,0.007007507,0.007246682,8.03E-06,5.14E-05,0.000238261,0.000322722,1.20E-05,1.81E-05,0,0,0,0.001229706,0,0,0,0.00119235,0.010905315,0,0,0,0.000108439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-06
P_translucida_KMM520,0.03935082,0.001199469,0.010226532,0.006868311,0.002261388,7.83E-05,3.79E-05,0.001345984,0.000122563,1.07E-05,0,0,0,0,0.000821507,0,5.70E-05,0,0,0.003684899,0,0,0,0.000211406,0,0,0,0.000108763,0,0,0,0,0,0,1.69E-05,0,0,0,2.20E-05,0,4.54E-06,1.78E-05,3.49E-05
P_tunicata_D2,0.054033654,0.004398291,0.016909085,0.008340579,0.0025986,0.000720022,0.000183977,0.0097777,0.013119947,1.78E-05,0.000107132,1.04E-05,6.36E-05,0,0.017814225,1.72E-05,0,8.59E-06,0,0.062253832,0,0,0,0.000723269,1.99E-05,0.000129264,0,4.55E-05,0,7.51E-06,5.00E-05,0.000444139,0,8.74E-06,0.000853723,6.59E-05,0,0,3.67E-05,1.99E-05,0.000149917,1.99E-05,0.000301835
P_undina_DSM6065,6.636189786,0.09720088,0.448580124,0.105609341,0.136827688,0.00010991,9.37E-05,0.000815342,4.21E-05,0,1.65E-05,0,0,0,0.000731523,0,0,0,3.63E-05,0.017198384,0,0,0,0.000277077,0,0,0,0,0,9.25E-06,0,0,0,0,3.48E-05,0,0,0,0,7.01E-06,1.40E-05,0,1.80E-05
P_undina_NEM01,4.058414596,0.085982731,0.276569422,0.06725492,0.092634069,0.000158046,9.57E-05,0.001279012,4.12E-05,0,0,0,1.71E-05,3.18E-05,0.000758676,0,0,0,0,0.0114427,0,0,0,0.000446288,0,0,0,0,0,9.07E-06,1.51E-05,0,0,5.27E-06,5.96E-05,6.12E-06,0,0,0,6.87E-06,9.16E-06,0,1.76E-05
P_undina_NEM02,4.016223554,0.090832864,0.279977166,0.064124418,0.091716437,6.47E-05,9.96E-05,0.000959323,0.000165002,1.08E-05,1.62E-05,0,0,0,0.000695296,2.08E-05,0,0,0,0.011181128,0,0,0,0.000601559,0,0,0,0,0,0,0,0,0,0,3.41E-05,6.12E-06,0,0,0,0,1.15E-05,0,1.47E-05
P_viridis_BBR56,0.019502798,0.00089644,0.002042007,0.001476653,0.000670871,0.000111673,3.69E-05,0.008382831,0.00122132,0,6.58E-05,1.87E-05,6.32E-06,0,0.002621988,0,0,1.53E-05,0,0.052744373,0,0,0,0.000488354,0,3.85E-05,0,0.000243856,0,6.71E-06,1.12E-05,1.30E-05,0,0,0.00013241,4.53E-06,0,0,3.28E-05,7.63E-06,2.04E-05,4.44E-06,3.26E-05
P_xiamenensis_PSDB,0.027551826,0.001331514,0.007533917,0.0043279,0.002911557,0.000641766,0.000242891,0.010521362,0.001547629,7.69E-05,0.000129984,4.51E-05,2.29E-05,0,0.008860933,0.000148647,0.000154296,2.78E-05,1.59E-05,0.020344397,2.68E-05,0,0,0.000832042,5.72E-05,4.65E-05,0,0.000392392,0,7.29E-05,2.69E-05,0.000196311,9.46E-06,1.41E-05,0.000296765,2.73E-05,3.36E-05,0,5.94E-05,1.23E-05,4.50E-05,1.07E-05,0.000149637